record_id,doi,year,title,status,pmcid,versioned_pmcid,local_path,retrieved_at,source_url,resolved_url,source_landing_page_url,source_landing_page_snapshot_path,source_landing_page_snapshot_sha256,source_landing_page_snapshot_bytes,source_name,source_version,requested_version,version_assertion_method,source_version_assertion_method,historical_evaluated_edition_relation,historical_evaluated_edition_equivalence_asserted,transport_provenance_verification_status,transport_provenance_limitation,source_license,source_access,pmc_manifest_path,pmc_manifest_sha256,pmc_manifest_original_path,pmc_package_metadata_snapshot_path,pmc_package_metadata_snapshot_sha256,pmc_package_metadata_snapshot_bytes,pmc_article_xml_original_path,pmc_article_xml_snapshot_path,pmc_article_xml_snapshot_sha256,pmc_article_xml_snapshot_bytes,bytes,sha256,page_count,artifact_type,identity_check,title_similarity,error
doi:10.1021/acssynbio.2c00312,10.1021/acssynbio.2c00312,2022,"AgeMTPT, a Catalyst for Peptide N-Terminal Modification",already_present,PMC10169287,PMC10169287.1,data/papers/2022/10.1021__acssynbio.2c00312/versions/pmc_author_manuscript/paper__09a0fbee316f.pdf,2026-09-03T06:08:45+00:00,https://pmc.ncbi.nlm.nih.gov/articles/PMC10169287/pdf/nihms-1893897.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC10169287/pdf/nihms-1893897.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC10169287/,,,,NIH NLM PubMed Central public article page,author_manuscript,,upstream_metadata,pmc_acquisition_manifest,not_established,False,browser_supplied_unverified,The loopback bridge verifies the PDF's DOI/title identity but cannot independently prove that browser-supplied bytes came from the recorded source URL.,,public PMC browser session with same-origin cookies,data/papers/2022/10.1021__acssynbio.2c00312/versions/pmc_author_manuscript/pmc_manifest__073a3ea5aabe.json,073a3ea5aabe371b0d6f634fe5d7516a7d107928854360fda78fb4ffcdc3d2e6,data/papers/2022/10.1021__acssynbio.2c00312/pmc.json,data/papers/2022/10.1021__acssynbio.2c00312/versions/pmc_author_manuscript/pmc_package_metadata__b7f24cd9658d.json,b7f24cd9658d9e00b0b29a5873b7d52427c921e843474b1d904fef9d6c7763d0,597,data/papers/2022/10.1021__acssynbio.2c00312/pmc/PMC10169287.1.xml,data/papers/2022/10.1021__acssynbio.2c00312/versions/pmc_author_manuscript/pmc_article_xml__b7fd290a4646.xml,b7fd290a4646f4677d203ec653a7048e6dc35692acb9b5ee6fc5325fa6976769,69667,1073216,09a0fbee316f0801c0fbc1f4e4e86086ac42e26ba4ef61b6a1133300f7651f7f,16,article_pdf,doi,1.0,
doi:10.1021/acssynbio.2c00318,10.1021/acssynbio.2c00318,2022,Negatively Competitive Incoherent Feedforward Loops Mitigate Winner-Take-All Resource Competition,already_present,PMC10286714,PMC10286714.1,data/papers/2022/10.1021__acssynbio.2c00318/versions/pmc_author_manuscript/paper__0953a62f231e.pdf,2026-09-03T06:08:56+00:00,https://pmc.ncbi.nlm.nih.gov/articles/PMC10286714/pdf/nihms-1906733.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC10286714/pdf/nihms-1906733.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC10286714/,,,,NIH NLM PubMed Central public article page,author_manuscript,,upstream_metadata,pmc_acquisition_manifest,not_established,False,browser_supplied_unverified,The loopback bridge verifies the PDF's DOI/title identity but cannot independently prove that browser-supplied bytes came from the recorded source URL.,,public PMC browser session with same-origin cookies,data/papers/2022/10.1021__acssynbio.2c00318/versions/pmc_author_manuscript/pmc_manifest__59a2709c69dc.json,59a2709c69dc567c1a9f3d343b52d40e60f36a5996f0a1eb241e08898759a28e,data/papers/2022/10.1021__acssynbio.2c00318/pmc.json,data/papers/2022/10.1021__acssynbio.2c00318/versions/pmc_author_manuscript/pmc_package_metadata__27774ea538c7.json,27774ea538c78eb76a528dd517cdebc20304f7eb00bed68ca712cbbb9aac491d,639,data/papers/2022/10.1021__acssynbio.2c00318/pmc/PMC10286714.1.xml,data/papers/2022/10.1021__acssynbio.2c00318/versions/pmc_author_manuscript/pmc_article_xml__9ff66e65e724.xml,9ff66e65e724524c2624e3a47bd855fd831bb92497f46e673377753793fb0a84,125191,1163863,0953a62f231e8b5e16d95c911daff12a629896cc576cd7bb40150bba084c7b7b,20,article_pdf,doi,1.0,
doi:10.1021/acssynbio.2c00322,10.1021/acssynbio.2c00322,2022,Individual-Based Modeling of Spatial Dynamics of Chemotactic Microbial Populations,already_present,PMC10129442,PMC10129442.1,data/papers/2022/10.1021__acssynbio.2c00322/versions/pmc_author_manuscript/paper__bcc2a26e5cd8.pdf,2026-09-03T06:08:48+00:00,https://pmc.ncbi.nlm.nih.gov/articles/PMC10129442/pdf/nihms-1893105.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC10129442/pdf/nihms-1893105.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC10129442/,,,,NIH NLM PubMed Central public article page,author_manuscript,,upstream_metadata,pmc_acquisition_manifest,not_established,False,browser_supplied_unverified,The loopback bridge verifies the PDF's DOI/title identity but cannot independently prove that browser-supplied bytes came from the recorded source URL.,,public PMC browser session with same-origin cookies,data/papers/2022/10.1021__acssynbio.2c00322/versions/pmc_author_manuscript/pmc_manifest__715c476fd88d.json,715c476fd88d7977fb6f4b0e7ea576fdecbb29aa2cf078640a3b4c9273a40917,data/papers/2022/10.1021__acssynbio.2c00322/pmc.json,data/papers/2022/10.1021__acssynbio.2c00322/versions/pmc_author_manuscript/pmc_package_metadata__c05bcfed6031.json,c05bcfed6031ddb6c7313d8cdec8a44685b8d861f6dfc1ce732e1ee7602e0856,624,data/papers/2022/10.1021__acssynbio.2c00322/pmc/PMC10129442.1.xml,data/papers/2022/10.1021__acssynbio.2c00322/versions/pmc_author_manuscript/pmc_article_xml__2c82416aa96c.xml,2c82416aa96c267bd30498706a0cb528f1550419541e50e3ec12b29d2c8d1e4f,91315,2262841,bcc2a26e5cd8cf27d07fce092de6cd06aaef2f0a8b7ae17490d91e543126b346,17,article_pdf,doi,1.0,
doi:10.1021/acssynbio.2c00325,10.1021/acssynbio.2c00325,2022,Genetic Code Expansion in Pseudomonas putida KT2440,already_present,PMC10656745,PMC10656745.1,data/papers/2022/10.1021__acssynbio.2c00325/versions/pmc_author_manuscript/paper__cf6fd0742126.pdf,2026-09-03T06:08:50+00:00,https://pmc.ncbi.nlm.nih.gov/articles/PMC10656745/pdf/nihms-1942769.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC10656745/pdf/nihms-1942769.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC10656745/,,,,NIH NLM PubMed Central public article page,author_manuscript,,upstream_metadata,pmc_acquisition_manifest,not_established,False,browser_supplied_unverified,The loopback bridge verifies the PDF's DOI/title identity but cannot independently prove that browser-supplied bytes came from the recorded source URL.,,public PMC browser session with same-origin cookies,data/papers/2022/10.1021__acssynbio.2c00325/versions/pmc_author_manuscript/pmc_manifest__f9170eba05a6.json,f9170eba05a671f13fc30bdeffbb08643fad9d74e1ae9477042cca0b65d610c2,data/papers/2022/10.1021__acssynbio.2c00325/pmc.json,data/papers/2022/10.1021__acssynbio.2c00325/versions/pmc_author_manuscript/pmc_package_metadata__0b22bd26036b.json,0b22bd26036ba55bf701cf70c33f6d808e95e5c543c04ab4874745a9a02948fe,593,data/papers/2022/10.1021__acssynbio.2c00325/pmc/PMC10656745.1.xml,data/papers/2022/10.1021__acssynbio.2c00325/versions/pmc_author_manuscript/pmc_article_xml__c98e3a2a2a4f.xml,c98e3a2a2a4fbb1ff195cbb6a2d39dc105b4211745f62c99b3ff02f082d618f2,117956,923048,cf6fd07421262a8e5f9c0bef8671ec1b75fcd4ae3eb997478f818713162f87d7,17,article_pdf,doi,1.0,
doi:10.1021/acssynbio.2c00335,10.1021/acssynbio.2c00335,2022,Harnessing Escherichia coli’s Native Machinery for Detection of Vitamin C (Ascorbate) Deficiency,already_present,PMC9807260,PMC9807260.1,data/papers/2022/10.1021__acssynbio.2c00335/versions/pmc_author_manuscript/paper__74f5b31259fa.pdf,2026-09-03T06:08:40+00:00,https://pmc.ncbi.nlm.nih.gov/articles/PMC9807260/pdf/nihms-1860517.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC9807260/pdf/nihms-1860517.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC9807260/,,,,NIH NLM PubMed Central public article page,author_manuscript,,upstream_metadata,pmc_acquisition_manifest,not_established,False,browser_supplied_unverified,The loopback bridge verifies the PDF's DOI/title identity but cannot independently prove that browser-supplied bytes came from the recorded source URL.,,public PMC browser session with same-origin cookies,data/papers/2022/10.1021__acssynbio.2c00335/versions/pmc_author_manuscript/pmc_manifest__4f5fdd9f7f49.json,4f5fdd9f7f49491e22171316c4a4e1bdd84658deac25321b3ff542afabe30b85,data/papers/2022/10.1021__acssynbio.2c00335/pmc.json,data/papers/2022/10.1021__acssynbio.2c00335/versions/pmc_author_manuscript/pmc_package_metadata__c500c7890eee.json,c500c7890eee1f00c5a98132545f4aeef6f98dcb87bcf9f1cbc6881748376fa3,638,data/papers/2022/10.1021__acssynbio.2c00335/pmc/PMC9807260.1.xml,data/papers/2022/10.1021__acssynbio.2c00335/versions/pmc_author_manuscript/pmc_article_xml__7bf1df8d204b.xml,7bf1df8d204ba1a993f2ab8efb1befa037e83cffa204ee7cf33957c85f3ae3c7,72298,994744,74f5b31259fa374b78e19651e8277c7862e8bd26bcfafa2c87e84520f7571735,18,article_pdf,doi,1.0,
doi:10.1021/acssynbio.2c00359,10.1021/acssynbio.2c00359,2022,Synthetic Platforms for Characterizing and Targeting of SARS-CoV-2 Genome Capping Enzymes,already_present,PMC9662071,PMC9662071.1,data/papers/2022/10.1021__acssynbio.2c00359/versions/pmc_author_manuscript/paper__847ea5e0c05c.pdf,2026-09-03T06:08:53+00:00,https://pmc.ncbi.nlm.nih.gov/articles/PMC9662071/pdf/nihms-1922585.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC9662071/pdf/nihms-1922585.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC9662071/,,,,NIH NLM PubMed Central public article page,author_manuscript,,upstream_metadata,pmc_acquisition_manifest,not_established,False,browser_supplied_unverified,The loopback bridge verifies the PDF's DOI/title identity but cannot independently prove that browser-supplied bytes came from the recorded source URL.,,public PMC browser session with same-origin cookies,data/papers/2022/10.1021__acssynbio.2c00359/versions/pmc_author_manuscript/pmc_manifest__51a1c993fcfa.json,51a1c993fcfa9f60591eec53e317853b0c98dd06fa2ed0d7cc92a425c6558670,data/papers/2022/10.1021__acssynbio.2c00359/pmc.json,data/papers/2022/10.1021__acssynbio.2c00359/versions/pmc_author_manuscript/pmc_package_metadata__785c71b5cd7e.json,785c71b5cd7ec9fd9071367d6dbd16f97e9e60498b37122c78442f4c437a8889,626,data/papers/2022/10.1021__acssynbio.2c00359/pmc/PMC9662071.1.xml,data/papers/2022/10.1021__acssynbio.2c00359/versions/pmc_author_manuscript/pmc_article_xml__23a56f71b91e.xml,23a56f71b91ea460c5bdbf63aec3a9792eeb22db6c8cf0dacd00aa0c7fcc4a7c,160696,1903489,847ea5e0c05c94da5ccace737b147ce46fff6db28b1580d845179c22e6a26f28,25,article_pdf,doi,1.0,
doi:10.1021/acssynbio.2c00366,10.1021/acssynbio.2c00366,2022,Cell-Free Protein Synthesis of Particulate Methane Monooxygenase into Nanodiscs,already_present,PMC9910172,PMC9910172.1,data/papers/2022/10.1021__acssynbio.2c00366/versions/pmc_author_manuscript/paper__9438de740a02.pdf,2026-09-03T06:08:58+00:00,https://pmc.ncbi.nlm.nih.gov/articles/PMC9910172/pdf/nihms-1867032.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC9910172/pdf/nihms-1867032.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC9910172/,,,,NIH NLM PubMed Central public article page,author_manuscript,,upstream_metadata,pmc_acquisition_manifest,not_established,False,browser_supplied_unverified,The loopback bridge verifies the PDF's DOI/title identity but cannot independently prove that browser-supplied bytes came from the recorded source URL.,,public PMC browser session with same-origin cookies,data/papers/2022/10.1021__acssynbio.2c00366/versions/pmc_author_manuscript/pmc_manifest__6ca13e11d91b.json,6ca13e11d91b4713c3a792b1a020a1e52a701667e041a97b35d50b81c4b77e5b,data/papers/2022/10.1021__acssynbio.2c00366/pmc.json,data/papers/2022/10.1021__acssynbio.2c00366/versions/pmc_author_manuscript/pmc_package_metadata__58cffe5b0993.json,58cffe5b0993bcfc01d27992263663199ad32c16809fcecdbee55a3d58a3bedc,615,data/papers/2022/10.1021__acssynbio.2c00366/pmc/PMC9910172.1.xml,data/papers/2022/10.1021__acssynbio.2c00366/versions/pmc_author_manuscript/pmc_article_xml__c7da0b0ce64b.xml,c7da0b0ce64b26f80f53ec79e0c5d8b66abf405a7984144b159acdca632a5ba3,109048,1120895,9438de740a02b26d01e1b766caa1bd125ef7db84a5010946e5880f7176445533,19,article_pdf,doi,1.0,
doi:10.1021/acssynbio.2c00382,10.1021/acssynbio.2c00382,2022,GroovDB: A Database of Ligand-Inducible Transcription Factors,already_present,PMC13292809,PMC13292809.1,data/papers/2022/10.1021__acssynbio.2c00382/versions/pmc_author_manuscript/paper__c62b2b441616.pdf,2026-09-03T06:08:35+00:00,https://pmc.ncbi.nlm.nih.gov/articles/PMC13292809/pdf/nihms-2151087.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC13292809/pdf/nihms-2151087.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC13292809/,,,,NIH NLM PubMed Central public article page,author_manuscript,,upstream_metadata,pmc_acquisition_manifest,not_established,False,browser_supplied_unverified,The loopback bridge verifies the PDF's DOI/title identity but cannot independently prove that browser-supplied bytes came from the recorded source URL.,,public PMC browser session with same-origin cookies,data/papers/2022/10.1021__acssynbio.2c00382/versions/pmc_author_manuscript/pmc_manifest__77b349a91839.json,77b349a91839fc858ee86b37cb10cbbdbd4d104c8dedd87e4a57ca7381c26d0d,data/papers/2022/10.1021__acssynbio.2c00382/pmc.json,data/papers/2022/10.1021__acssynbio.2c00382/versions/pmc_author_manuscript/pmc_package_metadata__2f5f4a6d6283.json,2f5f4a6d6283b51eb417c9cc9b1348377f9cdd7564c4c9d06472737c0220dfb5,603,data/papers/2022/10.1021__acssynbio.2c00382/pmc/PMC13292809.1.xml,data/papers/2022/10.1021__acssynbio.2c00382/versions/pmc_author_manuscript/pmc_article_xml__2bab73f7b172.xml,2bab73f7b1728c7c63229c0cc1305effa2732aa50a678b99e2cf002c87ece568,42273,417468,c62b2b4416162ca149d95e6b964d69d53e5650f3c8b306f9753fabd32c8ad06f,8,article_pdf,doi,1.0,
doi:10.1021/acssynbio.2c00391,10.1021/acssynbio.2c00391,2022,Engineered Protein Nanocages for Concurrent RNA and Protein Packaging In Vivo,already_present,PMC9944510,PMC9944510.1,data/papers/2022/10.1021__acssynbio.2c00391/versions/pmc_author_manuscript/paper__df14e71f6890.pdf,2026-09-03T06:08:32+00:00,https://pmc.ncbi.nlm.nih.gov/articles/PMC9944510/pdf/nihms-1869568.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC9944510/pdf/nihms-1869568.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC9944510/,,,,NIH NLM PubMed Central public article page,author_manuscript,,upstream_metadata,pmc_acquisition_manifest,not_established,False,browser_supplied_unverified,The loopback bridge verifies the PDF's DOI/title identity but cannot independently prove that browser-supplied bytes came from the recorded source URL.,,public PMC browser session with same-origin cookies,data/papers/2022/10.1021__acssynbio.2c00391/versions/pmc_author_manuscript/pmc_manifest__7015f43cd3dd.json,7015f43cd3dd7d486aea162a11c26a9405b1599b503c084dfaf9c4ca4bf987f3,data/papers/2022/10.1021__acssynbio.2c00391/pmc.json,data/papers/2022/10.1021__acssynbio.2c00391/versions/pmc_author_manuscript/pmc_package_metadata__871fb6047951.json,871fb6047951d97fc9464cdc9d21074d4e95cce9f094812845b683e6d8184591,614,data/papers/2022/10.1021__acssynbio.2c00391/pmc/PMC9944510.1.xml,data/papers/2022/10.1021__acssynbio.2c00391/versions/pmc_author_manuscript/pmc_article_xml__1897fa15d883.xml,1897fa15d8837e5c4cc98e0e05748e9e86c5bc2a59610f2e111ebe3262fcd28e,160989,1166804,df14e71f68909796697611dd2abe01d24a56356963bbe90d418cbb8dacb7a5ba,23,article_pdf,doi,1.0,
doi:10.1021/acssynbio.2c00394,10.1021/acssynbio.2c00394,2022,Hybrid Nucleic Acid-Quantum Dot Assemblies as Multiplexed Reporter Platforms for Cell-Free Transcription Translation-Based Biosensors,already_present,PMC9829448,PMC9829448.1,data/papers/2022/10.1021__acssynbio.2c00394/versions/pmc_author_manuscript/paper__8f6bfe03e73a.pdf,2026-09-03T06:09:01+00:00,https://pmc.ncbi.nlm.nih.gov/articles/PMC9829448/pdf/nihms-1860244.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC9829448/pdf/nihms-1860244.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC9829448/,,,,NIH NLM PubMed Central public article page,author_manuscript,,upstream_metadata,pmc_acquisition_manifest,not_established,False,browser_supplied_unverified,The loopback bridge verifies the PDF's DOI/title identity but cannot independently prove that browser-supplied bytes came from the recorded source URL.,,public PMC browser session with same-origin cookies,data/papers/2022/10.1021__acssynbio.2c00394/versions/pmc_author_manuscript/pmc_manifest__4067fd93f90c.json,4067fd93f90c3be87f31ccb0a99531908f970d954ee6658226b824a903b09ac7,data/papers/2022/10.1021__acssynbio.2c00394/pmc.json,data/papers/2022/10.1021__acssynbio.2c00394/versions/pmc_author_manuscript/pmc_package_metadata__9af415de022c.json,9af415de022cb0be7f2deeb620f326a37d55d0a7e4b1d273a7d46ea1066fdd75,669,data/papers/2022/10.1021__acssynbio.2c00394/pmc/PMC9829448.1.xml,data/papers/2022/10.1021__acssynbio.2c00394/versions/pmc_author_manuscript/pmc_article_xml__e1127521661b.xml,e1127521661bd76c142919efdc3c382503384c209e3edb0a29a5cc7656146b1b,162734,1072241,8f6bfe03e73a5b216a9b750853c82234594230db7e5f96d114fcb272758cf4d6,27,article_pdf,doi,1.0,
doi:10.1021/acssynbio.2c00405,10.1021/acssynbio.2c00405,2022,Expanding the Scope of Bacterial CRISPR Activation with PAM-Flexible dCas9 Variants,already_present,PMC10516241,PMC10516241.1,data/papers/2022/10.1021__acssynbio.2c00405/versions/pmc_author_manuscript/paper__285829ac95ad.pdf,2026-09-03T06:09:04+00:00,https://pmc.ncbi.nlm.nih.gov/articles/PMC10516241/pdf/nihms-1931111.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC10516241/pdf/nihms-1931111.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC10516241/,,,,NIH NLM PubMed Central public article page,author_manuscript,,upstream_metadata,pmc_acquisition_manifest,not_established,False,browser_supplied_unverified,The loopback bridge verifies the PDF's DOI/title identity but cannot independently prove that browser-supplied bytes came from the recorded source URL.,,public PMC browser session with same-origin cookies,data/papers/2022/10.1021__acssynbio.2c00405/versions/pmc_author_manuscript/pmc_manifest__59681ef71c69.json,59681ef71c6980d465e7822e218abe5740574dea097744197aa567058b371b41,data/papers/2022/10.1021__acssynbio.2c00405/pmc.json,data/papers/2022/10.1021__acssynbio.2c00405/versions/pmc_author_manuscript/pmc_package_metadata__263955717064.json,263955717064d208aea7665288ffffd641462850015143d71c82d18231e5faaf,625,data/papers/2022/10.1021__acssynbio.2c00405/pmc/PMC10516241.1.xml,data/papers/2022/10.1021__acssynbio.2c00405/versions/pmc_author_manuscript/pmc_article_xml__d846d16c9f3f.xml,d846d16c9f3f48df6b8332cd0dc231cd3a2d19078c8a69e1d59af15b08091649,114606,1131775,285829ac95adce7def2dca8e8249e472611faf9a0e654a036df95b6198515561,19,article_pdf,doi,1.0,
doi:10.1021/acssynbio.2c00411,10.1021/acssynbio.2c00411,2022,Agent-Based Modeling of Microbial Communities,already_present,PMC10129392,PMC10129392.1,data/papers/2022/10.1021__acssynbio.2c00411/versions/pmc_author_manuscript/paper__9d6b0c202185.pdf,2026-09-03T06:08:37+00:00,https://pmc.ncbi.nlm.nih.gov/articles/PMC10129392/pdf/nihms-1893171.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC10129392/pdf/nihms-1893171.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC10129392/,,,,NIH NLM PubMed Central public article page,author_manuscript,,upstream_metadata,pmc_acquisition_manifest,not_established,False,browser_supplied_unverified,The loopback bridge verifies the PDF's DOI/title identity but cannot independently prove that browser-supplied bytes came from the recorded source URL.,,public PMC browser session with same-origin cookies,data/papers/2022/10.1021__acssynbio.2c00411/versions/pmc_author_manuscript/pmc_manifest__fd8f8ea02f2e.json,fd8f8ea02f2e8ba3febce1041a829909c204dc1e11c9b199907ef1bf94214c21,data/papers/2022/10.1021__acssynbio.2c00411/pmc.json,data/papers/2022/10.1021__acssynbio.2c00411/versions/pmc_author_manuscript/pmc_package_metadata__d8d186b8b592.json,d8d186b8b592fe44229afbc963df1127daed207284d6884569376287cadf20b0,587,data/papers/2022/10.1021__acssynbio.2c00411/pmc/PMC10129392.1.xml,data/papers/2022/10.1021__acssynbio.2c00411/versions/pmc_author_manuscript/pmc_article_xml__cccf03fb7f05.xml,cccf03fb7f0551fe058afcc83762c1b94febd6efa7624c794118c543a81658ba,135714,1815133,9d6b0c2021852d5ba34aa118892afdc012a19dcc3c378871db04e6b727dab77e,21,article_pdf,doi,1.0,
doi:10.1021/acssynbio.2c00384,10.1021/acssynbio.2c00384,2023,Genetically Encoded Detection of Biosynthetic Protease Inhibitors,already_present,PMC10072156,PMC10072156.1,data/papers/2023/10.1021__acssynbio.2c00384/versions/pmc_author_manuscript/paper__2e418f304eb0.pdf,2026-09-03T06:09:06+00:00,https://pmc.ncbi.nlm.nih.gov/articles/PMC10072156/pdf/nihms-1884224.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC10072156/pdf/nihms-1884224.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC10072156/,,,,NIH NLM PubMed Central public article page,author_manuscript,,upstream_metadata,pmc_acquisition_manifest,not_established,False,browser_supplied_unverified,The loopback bridge verifies the PDF's DOI/title identity but cannot independently prove that browser-supplied bytes came from the recorded source URL.,,public PMC browser session with same-origin cookies,data/papers/2023/10.1021__acssynbio.2c00384/versions/pmc_author_manuscript/pmc_manifest__0b62c9a8983e.json,0b62c9a8983e66163f468522cb8a49ec7dbbda98d065e2434b2363f7b30c425a,data/papers/2023/10.1021__acssynbio.2c00384/pmc.json,data/papers/2023/10.1021__acssynbio.2c00384/versions/pmc_author_manuscript/pmc_package_metadata__ef69eb2f3080.json,ef69eb2f30800cc039f649811fd5758140e8c3e5503277005df1302a3b2ccde8,606,data/papers/2023/10.1021__acssynbio.2c00384/pmc/PMC10072156.1.xml,data/papers/2023/10.1021__acssynbio.2c00384/versions/pmc_author_manuscript/pmc_article_xml__ab6764ce194f.xml,ab6764ce194f0b91d8e05dd4870cc23c146251f845e8f506c562835ed3dc8a1a,155964,1417044,2e418f304eb07002c522cd298633d1610fa6bbe9ff5b441cbf7099fe3165e325,25,article_pdf,doi,1.0,
doi:10.1021/acssynbio.2c00502,10.1021/acssynbio.2c00502,2023,A Genetic Engineering Toolbox for the Lignocellulolytic Anaerobic Gut Fungus Neocallimastix frontalis,already_present,PMC11677189,PMC11677189.1,data/papers/2023/10.1021__acssynbio.2c00502/versions/pmc_author_manuscript/paper__9543b90a1425.pdf,2026-09-03T06:09:22+00:00,https://pmc.ncbi.nlm.nih.gov/articles/PMC11677189/pdf/nihms-2040019.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC11677189/pdf/nihms-2040019.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC11677189/,,,,NIH NLM PubMed Central public article page,author_manuscript,,upstream_metadata,pmc_acquisition_manifest,not_established,False,browser_supplied_unverified,The loopback bridge verifies the PDF's DOI/title identity but cannot independently prove that browser-supplied bytes came from the recorded source URL.,,public PMC browser session with same-origin cookies,data/papers/2023/10.1021__acssynbio.2c00502/versions/pmc_author_manuscript/pmc_manifest__83c7f8eae99b.json,83c7f8eae99b0ee5a707ed5f505094fe2eec664d321bc29ef6276bffdbd0fe69,data/papers/2023/10.1021__acssynbio.2c00502/pmc.json,data/papers/2023/10.1021__acssynbio.2c00502/versions/pmc_author_manuscript/pmc_package_metadata__5c5682f555d7.json,5c5682f555d7d983601181675774e16be53e812c0d766e0b0cb4b5d9c5ca6163,643,data/papers/2023/10.1021__acssynbio.2c00502/pmc/PMC11677189.1.xml,data/papers/2023/10.1021__acssynbio.2c00502/versions/pmc_author_manuscript/pmc_article_xml__95d10aea2219.xml,95d10aea22192679967663fd4641247c039fcecc8f9291e4138ac358d47aca41,138113,1931473,9543b90a1425615a50a4db2090b133a52d5f48c146ede981de98569fab13c77d,24,article_pdf,doi,1.0,
doi:10.1021/acssynbio.2c00509,10.1021/acssynbio.2c00509,2023,Deep Antimicrobial Activity and Stability Analysis Inform Lysin Sequence–Function Mapping,already_present,PMC10822705,PMC10822705.1,data/papers/2023/10.1021__acssynbio.2c00509/versions/pmc_author_manuscript/paper__15cadb35ede9.pdf,2026-09-03T06:09:09+00:00,https://pmc.ncbi.nlm.nih.gov/articles/PMC10822705/pdf/nihms-1960752.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC10822705/pdf/nihms-1960752.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC10822705/,,,,NIH NLM PubMed Central public article page,author_manuscript,,upstream_metadata,pmc_acquisition_manifest,not_established,False,browser_supplied_unverified,The loopback bridge verifies the PDF's DOI/title identity but cannot independently prove that browser-supplied bytes came from the recorded source URL.,,public PMC browser session with same-origin cookies,data/papers/2023/10.1021__acssynbio.2c00509/versions/pmc_author_manuscript/pmc_manifest__365cddce6d40.json,365cddce6d40bc81bfcc8d62ebc249dd3b0d7bb05e34057159553f16d3778be1,data/papers/2023/10.1021__acssynbio.2c00509/pmc.json,data/papers/2023/10.1021__acssynbio.2c00509/versions/pmc_author_manuscript/pmc_package_metadata__1ad2379e31a4.json,1ad2379e31a44350b179c0a67426f4a1151740292d6fa2a0410cf2f0f079877d,631,data/papers/2023/10.1021__acssynbio.2c00509/pmc/PMC10822705.1.xml,data/papers/2023/10.1021__acssynbio.2c00509/versions/pmc_author_manuscript/pmc_article_xml__c4c72c701fcc.xml,c4c72c701fcc1a9d513cb4cda47b3c9c5f95757c6182c95fcec8d2754b6d3588,154310,2180134,15cadb35ede9e92b84e3d72dffbb2d7aa1e227a5fd7548b400191518a51f028a,32,article_pdf,doi,1.0,
