record_id,doi,year,pdf_path,pdf_is_version_of_record,page_count,scoped_first_page,scoped_last_page,predicted_figures_total,historical_figures_total,count_error,exact,figure_numbers,missing_figure_numbers,contiguous,census_error
doi:10.1021/sb500176h,10.1021/sb500176h,2015,data/papers/2015/10.1021__sb500176h/publisher/paper.pdf,True,15,1,15,20,20,0,True,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20,,True,
doi:10.1021/sb500194z,10.1021/sb500194z,2015,data/papers/2015/10.1021__sb500194z/publisher/paper.pdf,True,8,1,8,4,4,0,True,1 2 3 4,,True,
doi:10.1021/sb500195w,10.1021/sb500195w,2015,data/papers/2015/10.1021__sb500195w/paper.pdf,True,6,1,6,5,5,0,True,1 2 3 4 5,,True,
doi:10.1021/sb5002196,10.1021/sb5002196,2015,data/papers/2015/10.1021__sb5002196/publisher/paper.pdf,True,15,1,15,10,10,0,True,1 2 3 4 5 6 7 8 9 10,,True,
doi:10.1021/sb500221v,10.1021/sb500221v,2015,data/papers/2015/10.1021__sb500221v/publisher/paper.pdf,True,14,1,14,6,6,0,True,1 2 3 4 5 6,,True,
doi:10.1021/sb500226j,10.1021/sb500226j,2015,data/papers/2015/10.1021__sb500226j/publisher/paper.pdf,True,10,1,10,5,5,0,True,1 2 3 4 5,,True,
doi:10.1021/sb500229s,10.1021/sb500229s,2015,data/papers/2015/10.1021__sb500229s/publisher/paper.pdf,True,12,1,12,5,5,0,True,1 2 3 4 5,,True,
doi:10.1021/sb500233u,10.1021/sb500233u,2015,data/papers/2015/10.1021__sb500233u/paper.pdf,True,10,1,10,9,9,0,True,1 2 3 4 5 6 7 8 9,,True,
doi:10.1021/sb500234s,10.1021/sb500234s,2015,data/papers/2015/10.1021__sb500234s/publisher/paper.pdf,True,10,1,10,5,5,0,True,1 2 3 4 5,,True,
doi:10.1021/sb500235p,10.1021/sb500235p,2015,data/papers/2015/10.1021__sb500235p/paper.pdf,True,11,1,11,11,11,0,True,1 2 3 4 5 6 7 8 9 10 11,,True,
doi:10.1021/sb500237x,10.1021/sb500237x,2015,data/papers/2015/10.1021__sb500237x/publisher/paper.pdf,True,7,1,7,5,5,0,True,1 2 3 4 5,,True,
doi:10.1021/sb5002399,10.1021/sb5002399,2015,data/papers/2015/10.1021__sb5002399/publisher/paper.pdf,True,15,1,15,4,4,0,True,1 2 3 4,,True,
doi:10.1021/sb500240p,10.1021/sb500240p,2015,data/papers/2015/10.1021__sb500240p/publisher/paper.pdf,True,5,1,5,1,2,-1,False,1,,True,
doi:10.1021/sb500241e,10.1021/sb500241e,2015,data/papers/2015/10.1021__sb500241e/publisher/paper.pdf,True,8,1,8,4,4,0,True,1 2 3 4,,True,
doi:10.1021/sb500242x,10.1021/sb500242x,2015,data/papers/2015/10.1021__sb500242x/publisher/paper.pdf,True,7,1,7,3,3,0,True,1 2 3,,True,
doi:10.1021/sb500243c,10.1021/sb500243c,2015,data/papers/2015/10.1021__sb500243c/publisher/paper.pdf,True,10,1,10,5,5,0,True,1 2 3 4 5,,True,
doi:10.1021/sb5002467,10.1021/sb5002467,2015,data/papers/2015/10.1021__sb5002467/publisher/paper.pdf,True,9,1,9,5,5,0,True,1 2 3 4 5,,True,
doi:10.1021/sb500247a,10.1021/sb500247a,2015,data/papers/2015/10.1021__sb500247a/publisher/paper.pdf,True,10,1,10,5,5,0,True,1 2 3 4 5,,True,
doi:10.1021/sb5002483,10.1021/sb5002483,2015,data/papers/2015/10.1021__sb5002483/paper.pdf,True,6,1,6,4,4,0,True,1 2 3 4,,True,
doi:10.1021/sb500249g,10.1021/sb500249g,2015,data/papers/2015/10.1021__sb500249g/publisher/paper.pdf,True,11,1,11,5,5,0,True,1 2 3 4 5,,True,
doi:10.1021/sb5002517,10.1021/sb5002517,2015,data/papers/2015/10.1021__sb5002517/publisher/paper.pdf,True,7,1,7,3,3,0,True,1 2 3,,True,
doi:10.1021/sb500252a,10.1021/sb500252a,2015,data/papers/2015/10.1021__sb500252a/paper.pdf,True,11,1,11,5,5,0,True,1 2 3 4 5,,True,
doi:10.1021/sb5002533,10.1021/sb5002533,2015,data/papers/2015/10.1021__sb5002533/publisher/paper.pdf,True,8,1,8,5,5,0,True,1 2 3 4 5,,True,
doi:10.1021/sb500254g,10.1021/sb500254g,2015,data/papers/2015/10.1021__sb500254g/paper.pdf,True,7,1,7,3,3,0,True,1 2 3,,True,
doi:10.1021/sb500255k,10.1021/sb500255k,2015,data/papers/2015/10.1021__sb500255k/publisher/paper.pdf,True,10,1,10,6,6,0,True,1 2 3 4 5 6,,True,
doi:10.1021/sb500258b,10.1021/sb500258b,2015,data/papers/2015/10.1021__sb500258b/paper.pdf,True,7,1,7,0,1,-1,False,,,True,
doi:10.1021/sb500260k,10.1021/sb500260k,2015,data/papers/2015/10.1021__sb500260k/paper.pdf,True,9,1,9,9,9,0,True,1 2 3 4 5 6 7 8 9,,True,
doi:10.1021/sb500261t,10.1021/sb500261t,2015,data/papers/2015/10.1021__sb500261t/paper.pdf,True,8,1,8,6,6,0,True,1 2 3 4 5 6,,True,
doi:10.1021/sb500263b,10.1021/sb500263b,2015,data/papers/2015/10.1021__sb500263b/publisher/paper.pdf,True,9,1,9,5,5,0,True,1 2 3 4 5,,True,
doi:10.1021/sb500267d,10.1021/sb500267d,2015,data/papers/2015/10.1021__sb500267d/paper.pdf,True,11,1,11,7,7,0,True,1 2 3 4 5 6 7,,True,
doi:10.1021/sb500268n,10.1021/sb500268n,2015,data/papers/2015/10.1021__sb500268n/publisher/paper.pdf,True,7,1,7,6,6,0,True,1 2 3 4 5 6,,True,
doi:10.1021/sb500270h,10.1021/sb500270h,2015,data/papers/2015/10.1021__sb500270h/publisher/paper.pdf,True,9,1,9,5,5,0,True,1 2 3 4 5,,True,
doi:10.1021/sb500278z,10.1021/sb500278z,2015,data/papers/2015/10.1021__sb500278z/publisher/paper.pdf,True,7,1,7,6,6,0,True,1 2 3 4 5 6,,True,
doi:10.1021/sb500279w,10.1021/sb500279w,2015,data/papers/2015/10.1021__sb500279w/publisher/paper.pdf,True,6,1,6,4,4,0,True,1 2 3 4,,True,
doi:10.1021/sb500280q,10.1021/sb500280q,2015,data/papers/2015/10.1021__sb500280q/paper.pdf,True,7,1,7,3,5,-2,False,1 2 3,,True,
doi:10.1021/sb500282v,10.1021/sb500282v,2015,data/papers/2015/10.1021__sb500282v/publisher/paper.pdf,True,11,1,11,6,6,0,True,1 2 3 4 5 6,,True,
doi:10.1021/sb500286r,10.1021/sb500286r,2015,data/papers/2015/10.1021__sb500286r/publisher/paper.pdf,True,12,1,12,1,1,0,True,1,,True,
doi:10.1021/sb5002938,10.1021/sb5002938,2015,data/papers/2015/10.1021__sb5002938/paper.pdf,True,10,1,10,7,7,0,True,1 2 3 4 5 6 7,,True,
doi:10.1021/sb500296p,10.1021/sb500296p,2015,data/papers/2015/10.1021__sb500296p/paper.pdf,True,9,1,9,7,7,0,True,1 2 3 4 5 6 7,,True,
doi:10.1021/sb500299c,10.1021/sb500299c,2015,data/papers/2015/10.1021__sb500299c/publisher/paper.pdf,True,7,1,7,2,2,0,True,1 2,,True,
doi:10.1021/sb500300d,10.1021/sb500300d,2015,data/papers/2015/10.1021__sb500300d/publisher/paper.pdf,True,11,1,11,7,7,0,True,1 2 3 4 5 6 7,,True,
doi:10.1021/sb500302y,10.1021/sb500302y,2015,data/papers/2015/10.1021__sb500302y/publisher/paper.pdf,True,9,1,9,8,8,0,True,1 2 3 4 5 6 7 8,,True,
doi:10.1021/sb500303q,10.1021/sb500303q,2015,data/papers/2015/10.1021__sb500303q/publisher/paper.pdf,True,5,1,5,6,6,0,True,1 2 3 4 5 6,,True,
doi:10.1021/sb500307w,10.1021/sb500307w,2015,data/papers/2015/10.1021__sb500307w/publisher/paper.pdf,True,8,1,8,4,4,0,True,1 2 3 4,,True,
doi:10.1021/sb500309r,10.1021/sb500309r,2015,data/papers/2015/10.1021__sb500309r/publisher/paper.pdf,True,10,1,10,8,8,0,True,1 2 3 4 5 6 7 8,,True,
doi:10.1021/sb5003136,10.1021/sb5003136,2015,data/papers/2015/10.1021__sb5003136/publisher/paper.pdf,True,7,1,7,6,6,0,True,1 2 3 4 5 6,,True,
doi:10.1021/sb500314r,10.1021/sb500314r,2015,data/papers/2015/10.1021__sb500314r/paper.pdf,True,4,1,4,2,2,0,True,1 2,,True,
doi:10.1021/sb500319p,10.1021/sb500319p,2015,data/papers/2015/10.1021__sb500319p/publisher/paper.pdf,True,7,1,7,4,4,0,True,1 2 3 4,,True,
doi:10.1021/sb5003218,10.1021/sb5003218,2015,data/papers/2015/10.1021__sb5003218/publisher/paper.pdf,True,7,1,7,3,6,-3,False,1 2 3,,True,
doi:10.1021/sb500322u,10.1021/sb500322u,2015,data/papers/2015/10.1021__sb500322u/paper.pdf,True,11,1,11,6,6,0,True,1 2 3 4 5 6,,True,
doi:10.1021/sb500324p,10.1021/sb500324p,2015,data/papers/2015/10.1021__sb500324p/publisher/paper.pdf,True,7,1,7,3,3,0,True,1 2 3,,True,
doi:10.1021/sb5003289,10.1021/sb5003289,2015,data/papers/2015/10.1021__sb5003289/publisher/paper.pdf,True,7,1,7,4,4,0,True,1 2 3 4,,True,
doi:10.1021/sb500331x,10.1021/sb500331x,2015,data/papers/2015/10.1021__sb500331x/publisher/paper.pdf,True,9,1,9,4,4,0,True,1 2 3 4,,True,
doi:10.1021/sb500332c,10.1021/sb500332c,2015,data/papers/2015/10.1021__sb500332c/publisher/paper.pdf,True,6,1,6,4,4,0,True,1 2 3 4,,True,
doi:10.1021/sb5003357,10.1021/sb5003357,2015,data/papers/2015/10.1021__sb5003357/publisher/paper.pdf,True,9,1,9,8,8,0,True,1 2 3 4 5 6 7 8,,True,
doi:10.1021/sb500338g,10.1021/sb500338g,2015,data/papers/2015/10.1021__sb500338g/publisher/paper.pdf,True,5,1,5,3,3,0,True,1 2 3,,True,
doi:10.1021/sb500339k,10.1021/sb500339k,2015,data/papers/2015/10.1021__sb500339k/publisher/paper.pdf,True,8,1,8,3,3,0,True,1 2 3,,True,
doi:10.1021/sb5003407,10.1021/sb5003407,2015,data/papers/2015/10.1021__sb5003407/publisher/paper.pdf,True,10,1,10,6,6,0,True,1 2 3 4 5 6,,True,
doi:10.1021/sb500341a,10.1021/sb500341a,2015,data/papers/2015/10.1021__sb500341a/publisher/paper.pdf,True,9,1,9,4,4,0,True,1 2 3 4,,True,
doi:10.1021/sb500343g,10.1021/sb500343g,2015,data/papers/2015/10.1021__sb500343g/publisher/paper.pdf,True,8,1,8,3,3,0,True,1 2 3,,True,
doi:10.1021/sb500345t,10.1021/sb500345t,2015,data/papers/2015/10.1021__sb500345t/publisher/paper.pdf,True,11,1,11,5,5,0,True,1 2 3 4 5,,True,
doi:10.1021/sb5003482,10.1021/sb5003482,2015,data/papers/2015/10.1021__sb5003482/publisher/paper.pdf,True,9,1,9,4,4,0,True,1 2 3 4,,True,
doi:10.1021/sb500351f,10.1021/sb500351f,2015,data/papers/2015/10.1021__sb500351f/paper.pdf,True,6,1,6,2,2,0,True,1 2,,True,
doi:10.1021/sb500352b,10.1021/sb500352b,2015,data/papers/2015/10.1021__sb500352b/publisher/paper.pdf,True,4,1,4,1,1,0,True,1,,True,
doi:10.1021/sb500356d,10.1021/sb500356d,2015,data/papers/2015/10.1021__sb500356d/publisher/paper.pdf,True,7,1,7,5,5,0,True,1 2 3 4 5,,True,
doi:10.1021/sb500362n,10.1021/sb500362n,2015,data/papers/2015/10.1021__sb500362n/publisher/paper.pdf,True,7,1,7,5,5,0,True,1 2 3 4 5,,True,
doi:10.1021/sb500363y,10.1021/sb500363y,2015,data/papers/2015/10.1021__sb500363y/publisher/paper.pdf,True,11,1,11,6,6,0,True,1 2 3 4 5 6,,True,
doi:10.1021/sb500364q,10.1021/sb500364q,2015,data/papers/2015/10.1021__sb500364q/publisher/paper.pdf,True,7,1,7,5,5,0,True,1 2 3 4 5,,True,
doi:10.1021/sb500365m,10.1021/sb500365m,2015,data/papers/2015/10.1021__sb500365m/publisher/paper.pdf,True,9,1,9,4,4,0,True,1 2 3 4,,True,
doi:10.1021/sb500366v,10.1021/sb500366v,2015,data/papers/2015/10.1021__sb500366v/publisher/paper.pdf,True,12,1,12,9,9,0,True,1 2 3 4 5 6 7 8 9,,True,
doi:10.1021/sb500368w,10.1021/sb500368w,2015,data/papers/2015/10.1021__sb500368w/publisher/paper.pdf,True,12,1,12,5,5,0,True,1 2 3 4 5,,True,
doi:10.1021/sb500372z,10.1021/sb500372z,2015,data/papers/2015/10.1021__sb500372z/publisher/paper.pdf,True,7,1,7,4,4,0,True,1 2 3 4,,True,
doi:10.1021/acssynbio.5b00064,10.1021/acssynbio.5b00064,2016,data/papers/2016/10.1021__acssynbio.5b00064/publisher/paper.pdf,True,8,1,8,5,5,0,True,1 2 3 4 5,,True,
doi:10.1021/acssynbio.5b00073,10.1021/acssynbio.5b00073,2016,data/papers/2016/10.1021__acssynbio.5b00073/publisher/paper.pdf,True,8,1,8,7,7,0,True,1 2 3 4 5 6 7,,True,
doi:10.1021/acssynbio.5b00076,10.1021/acssynbio.5b00076,2016,data/papers/2016/10.1021__acssynbio.5b00076/publisher/paper.pdf,True,8,1,8,2,2,0,True,1 2,,True,
doi:10.1021/acssynbio.5b00090,10.1021/acssynbio.5b00090,2016,data/papers/2016/10.1021__acssynbio.5b00090/publisher/paper.pdf,True,9,1,9,8,8,0,True,1 2 3 4 5 6 7 8,,True,
doi:10.1021/acssynbio.5b00094,10.1021/acssynbio.5b00094,2016,data/papers/2016/10.1021__acssynbio.5b00094/publisher/paper.pdf,True,7,1,7,5,5,0,True,1 2 3 4 5,,True,
doi:10.1021/acssynbio.5b00096,10.1021/acssynbio.5b00096,2016,data/papers/2016/10.1021__acssynbio.5b00096/publisher/paper.pdf,True,7,1,7,3,3,0,True,1 2 3,,True,
doi:10.1021/acssynbio.5b00099,10.1021/acssynbio.5b00099,2016,data/papers/2016/10.1021__acssynbio.5b00099/publisher/paper.pdf,True,10,1,10,5,5,0,True,1 2 3 4 5,,True,
doi:10.1021/acssynbio.5b00100,10.1021/acssynbio.5b00100,2016,data/papers/2016/10.1021__acssynbio.5b00100/publisher/paper.pdf,True,11,1,11,7,7,0,True,1 2 3 4 5 6 7,,True,
doi:10.1021/acssynbio.5b00103,10.1021/acssynbio.5b00103,2016,data/papers/2016/10.1021__acssynbio.5b00103/publisher/paper.pdf,True,12,1,12,5,5,0,True,1 2 3 4 5,,True,
doi:10.1021/acssynbio.5b00111,10.1021/acssynbio.5b00111,2016,data/papers/2016/10.1021__acssynbio.5b00111/publisher/paper.pdf,True,10,1,10,6,6,0,True,1 2 3 4 5 6,,True,
doi:10.1021/acssynbio.5b00116,10.1021/acssynbio.5b00116,2016,data/papers/2016/10.1021__acssynbio.5b00116/paper.pdf,True,10,1,10,7,7,0,True,1 2 3 4 5 6 7,,True,
doi:10.1021/acssynbio.5b00117,10.1021/acssynbio.5b00117,2016,data/papers/2016/10.1021__acssynbio.5b00117/publisher/paper.pdf,True,7,1,7,2,2,0,True,1 2,,True,
doi:10.1021/acssynbio.5b00119,10.1021/acssynbio.5b00119,2016,data/papers/2016/10.1021__acssynbio.5b00119/publisher/paper.pdf,True,12,1,12,7,7,0,True,1 2 3 4 5 6 7,,True,
doi:10.1021/acssynbio.5b00120,10.1021/acssynbio.5b00120,2016,data/papers/2016/10.1021__acssynbio.5b00120/publisher/paper.pdf,True,7,1,7,3,3,0,True,1 2 3,,True,
doi:10.1021/acssynbio.5b00124,10.1021/acssynbio.5b00124,2016,data/papers/2016/10.1021__acssynbio.5b00124/publisher/paper.pdf,True,5,1,5,2,2,0,True,1 2,,True,
doi:10.1021/acssynbio.5b00127,10.1021/acssynbio.5b00127,2016,data/papers/2016/10.1021__acssynbio.5b00127/publisher/paper.pdf,True,8,1,8,4,4,0,True,1 2 3 4,,True,
doi:10.1021/acssynbio.5b00129,10.1021/acssynbio.5b00129,2016,data/papers/2016/10.1021__acssynbio.5b00129/publisher/paper.pdf,True,9,1,9,7,7,0,True,1 2 3 4 5 6 7,,True,
doi:10.1021/acssynbio.5b00130,10.1021/acssynbio.5b00130,2016,data/papers/2016/10.1021__acssynbio.5b00130/publisher/paper.pdf,True,7,1,7,4,4,0,True,1 2 3 4,,True,
doi:10.1021/acssynbio.5b00135,10.1021/acssynbio.5b00135,2016,data/papers/2016/10.1021__acssynbio.5b00135/publisher/paper.pdf,True,9,1,9,8,8,0,True,1 2 3 4 5 6 7 8,,True,
doi:10.1021/acssynbio.5b00138,10.1021/acssynbio.5b00138,2016,data/papers/2016/10.1021__acssynbio.5b00138/publisher/paper.pdf,True,6,1,6,5,5,0,True,1 2 3 4 5,,True,
doi:10.1021/acssynbio.5b00141,10.1021/acssynbio.5b00141,2016,data/papers/2016/10.1021__acssynbio.5b00141/publisher/paper.pdf,True,7,1,7,4,4,0,True,1 2 3 4,,True,
doi:10.1021/acssynbio.5b00144,10.1021/acssynbio.5b00144,2016,data/papers/2016/10.1021__acssynbio.5b00144/paper.pdf,True,7,1,7,5,5,0,True,1 2 3 4 5,,True,
doi:10.1021/acssynbio.5b00147,10.1021/acssynbio.5b00147,2016,data/papers/2016/10.1021__acssynbio.5b00147/publisher/paper.pdf,True,8,1,8,4,4,0,True,1 2 3 4,,True,
doi:10.1021/acssynbio.5b00153,10.1021/acssynbio.5b00153,2016,data/papers/2016/10.1021__acssynbio.5b00153/publisher/paper.pdf,True,7,1,7,4,4,0,True,1 2 3 4,,True,
doi:10.1021/acssynbio.5b00154,10.1021/acssynbio.5b00154,2016,data/papers/2016/10.1021__acssynbio.5b00154/publisher/paper.pdf,True,13,1,13,8,8,0,True,1 2 3 4 5 6 7 8,,True,
doi:10.1021/acssynbio.5b00156,10.1021/acssynbio.5b00156,2016,data/papers/2016/10.1021__acssynbio.5b00156/publisher/paper.pdf,True,5,1,5,3,3,0,True,1 2 3,,True,
doi:10.1021/acssynbio.5b00158,10.1021/acssynbio.5b00158,2016,data/papers/2016/10.1021__acssynbio.5b00158/publisher/paper.pdf,True,9,1,9,5,5,0,True,1 2 3 4 5,,True,
doi:10.1021/acssynbio.5b00161,10.1021/acssynbio.5b00161,2016,data/papers/2016/10.1021__acssynbio.5b00161/publisher/paper.pdf,True,10,1,10,6,6,0,True,1 2 3 4 5 6,,True,
doi:10.1021/acssynbio.5b00162,10.1021/acssynbio.5b00162,2016,data/papers/2016/10.1021__acssynbio.5b00162/publisher/paper.pdf,True,4,1,4,2,2,0,True,1 2,,True,
doi:10.1021/acssynbio.5b00164,10.1021/acssynbio.5b00164,2016,data/papers/2016/10.1021__acssynbio.5b00164/publisher/paper.pdf,True,9,1,9,3,3,0,True,1 2 3,,True,
doi:10.1021/acssynbio.5b00172,10.1021/acssynbio.5b00172,2016,data/papers/2016/10.1021__acssynbio.5b00172/publisher/paper.pdf,True,7,1,7,6,6,0,True,1 2 3 4 5 6,,True,
doi:10.1021/acssynbio.5b00174,10.1021/acssynbio.5b00174,2016,data/papers/2016/10.1021__acssynbio.5b00174/publisher/paper.pdf,True,10,1,10,6,6,0,True,1 2 3 4 5 6,,True,
doi:10.1021/acssynbio.5b00176,10.1021/acssynbio.5b00176,2016,data/papers/2016/10.1021__acssynbio.5b00176/publisher/paper.pdf,True,13,1,13,7,7,0,True,1 2 3 4 5 6 7,,True,
doi:10.1021/acssynbio.5b00179,10.1021/acssynbio.5b00179,2016,data/papers/2016/10.1021__acssynbio.5b00179/paper.pdf,True,12,1,12,7,7,0,True,1 2 3 4 5 6 7,,True,
doi:10.1021/acssynbio.5b00180,10.1021/acssynbio.5b00180,2016,data/papers/2016/10.1021__acssynbio.5b00180/publisher/paper.pdf,True,8,1,8,5,5,0,True,1 2 3 4 5,,True,
doi:10.1021/acssynbio.5b00187,10.1021/acssynbio.5b00187,2016,data/papers/2016/10.1021__acssynbio.5b00187/publisher/paper.pdf,True,8,1,8,4,4,0,True,1 2 3 4,,True,
doi:10.1021/acssynbio.5b00191,10.1021/acssynbio.5b00191,2016,data/papers/2016/10.1021__acssynbio.5b00191/publisher/paper.pdf,True,7,1,7,4,4,0,True,1 2 3 4,,True,
doi:10.1021/acssynbio.5b00192,10.1021/acssynbio.5b00192,2016,data/papers/2016/10.1021__acssynbio.5b00192/publisher/paper.pdf,True,9,1,9,4,4,0,True,1 2 3 4,,True,
doi:10.1021/acssynbio.5b00193,10.1021/acssynbio.5b00193,2016,data/papers/2016/10.1021__acssynbio.5b00193/publisher/paper.pdf,True,13,1,13,8,8,0,True,1 2 3 4 5 6 7 8,,True,
doi:10.1021/acssynbio.5b00194,10.1021/acssynbio.5b00194,2016,data/papers/2016/10.1021__acssynbio.5b00194/publisher/paper.pdf,True,8,1,8,8,8,0,True,1 2 3 4 5 6 7 8,,True,
doi:10.1021/acssynbio.5b00196,10.1021/acssynbio.5b00196,2016,data/papers/2016/10.1021__acssynbio.5b00196/publisher/paper.pdf,True,6,1,6,2,2,0,True,1 2,,True,
doi:10.1021/acssynbio.5b00197,10.1021/acssynbio.5b00197,2016,data/papers/2016/10.1021__acssynbio.5b00197/publisher/paper.pdf,True,9,1,9,6,6,0,True,1 2 3 4 5 6,,True,
doi:10.1021/acssynbio.5b00199,10.1021/acssynbio.5b00199,2016,data/papers/2016/10.1021__acssynbio.5b00199/publisher/paper.pdf,True,15,1,15,6,6,0,True,1 2 3 4 5 6,,True,
doi:10.1021/acssynbio.5b00201,10.1021/acssynbio.5b00201,2016,data/papers/2016/10.1021__acssynbio.5b00201/publisher/paper.pdf,True,7,1,7,4,4,0,True,1 2 3 4,,True,
doi:10.1021/acssynbio.5b00202,10.1021/acssynbio.5b00202,2016,data/papers/2016/10.1021__acssynbio.5b00202/publisher/paper.pdf,True,9,1,9,5,5,0,True,1 2 3 4 5,,True,
doi:10.1021/acssynbio.5b00205,10.1021/acssynbio.5b00205,2016,data/papers/2016/10.1021__acssynbio.5b00205/publisher/paper.pdf,True,9,1,9,4,4,0,True,1 2 3 4,,True,
doi:10.1021/acssynbio.5b00209,10.1021/acssynbio.5b00209,2016,data/papers/2016/10.1021__acssynbio.5b00209/publisher/paper.pdf,True,8,1,8,6,6,0,True,1 2 3 4 5 6,,True,
doi:10.1021/acssynbio.5b00210,10.1021/acssynbio.5b00210,2016,data/papers/2016/10.1021__acssynbio.5b00210/publisher/paper.pdf,True,11,1,11,12,12,0,True,1 2 3 4 5 6 7 8 9 10 11 12,,True,
doi:10.1021/acssynbio.5b00212,10.1021/acssynbio.5b00212,2016,data/papers/2016/10.1021__acssynbio.5b00212/publisher/paper.pdf,True,8,1,8,4,4,0,True,1 2 3 4,,True,
doi:10.1021/acssynbio.5b00213,10.1021/acssynbio.5b00213,2016,data/papers/2016/10.1021__acssynbio.5b00213/paper.pdf,True,7,1,7,4,4,0,True,1 2 3 4,,True,
doi:10.1021/acssynbio.5b00215,10.1021/acssynbio.5b00215,2016,data/papers/2016/10.1021__acssynbio.5b00215/publisher/paper.pdf,True,9,1,9,3,4,-1,False,1 2 3,,True,
doi:10.1021/acssynbio.5b00216,10.1021/acssynbio.5b00216,2016,data/papers/2016/10.1021__acssynbio.5b00216/paper.pdf,True,11,1,11,5,5,0,True,1 2 3 4 5,,True,
doi:10.1021/acssynbio.5b00219,10.1021/acssynbio.5b00219,2016,data/papers/2016/10.1021__acssynbio.5b00219/publisher/paper.pdf,True,7,1,7,3,3,0,True,1 2 3,,True,
doi:10.1021/acssynbio.5b00222,10.1021/acssynbio.5b00222,2016,data/papers/2016/10.1021__acssynbio.5b00222/publisher/paper.pdf,True,10,1,10,5,5,0,True,1 2 3 4 5,,True,
doi:10.1021/acssynbio.5b00223,10.1021/acssynbio.5b00223,2016,data/papers/2016/10.1021__acssynbio.5b00223/publisher/paper.pdf,True,11,1,11,7,7,0,True,1 2 3 4 5 6 7,,True,
doi:10.1021/acssynbio.5b00225,10.1021/acssynbio.5b00225,2016,data/papers/2016/10.1021__acssynbio.5b00225/publisher/paper.pdf,True,10,1,10,4,4,0,True,1 2 3 4,,True,
doi:10.1021/acssynbio.5b00226,10.1021/acssynbio.5b00226,2016,data/papers/2016/10.1021__acssynbio.5b00226/publisher/paper.pdf,True,8,1,8,5,5,0,True,1 2 3 4 5,,True,
doi:10.1021/acssynbio.5b00228,10.1021/acssynbio.5b00228,2016,data/papers/2016/10.1021__acssynbio.5b00228/publisher/paper.pdf,True,10,1,10,6,6,0,True,1 2 3 4 5 6,,True,
doi:10.1021/acssynbio.5b00229,10.1021/acssynbio.5b00229,2016,data/papers/2016/10.1021__acssynbio.5b00229/paper.pdf,True,7,1,7,4,4,0,True,1 2 3 4,,True,
doi:10.1021/acssynbio.5b00230,10.1021/acssynbio.5b00230,2016,data/papers/2016/10.1021__acssynbio.5b00230/publisher/paper.pdf,True,10,1,10,6,6,0,True,1 2 3 4 5 6,,True,
doi:10.1021/acssynbio.5b00232,10.1021/acssynbio.5b00232,2016,data/papers/2016/10.1021__acssynbio.5b00232/publisher/paper.pdf,True,11,1,11,5,5,0,True,1 2 3 4 5,,True,
doi:10.1021/acssynbio.5b00236,10.1021/acssynbio.5b00236,2016,data/papers/2016/10.1021__acssynbio.5b00236/publisher/paper.pdf,True,8,1,8,4,4,0,True,1 2 3 4,,True,
doi:10.1021/acssynbio.5b00237,10.1021/acssynbio.5b00237,2016,data/papers/2016/10.1021__acssynbio.5b00237/publisher/paper.pdf,True,9,1,9,5,5,0,True,1 2 3 4 5,,True,
doi:10.1021/acssynbio.5b00240,10.1021/acssynbio.5b00240,2016,data/papers/2016/10.1021__acssynbio.5b00240/publisher/paper.pdf,True,10,1,10,5,5,0,True,1 2 3 4 5,,True,
doi:10.1021/acssynbio.5b00242,10.1021/acssynbio.5b00242,2016,data/papers/2016/10.1021__acssynbio.5b00242/publisher/paper.pdf,True,7,1,7,8,8,0,True,1 2 3 4 5 6 7 8,,True,
doi:10.1021/acssynbio.5b00243,10.1021/acssynbio.5b00243,2016,data/papers/2016/10.1021__acssynbio.5b00243/publisher/paper.pdf,True,15,1,15,11,11,0,True,1 2 3 4 5 6 7 8 9 10 11,,True,
doi:10.1021/acssynbio.5b00244,10.1021/acssynbio.5b00244,2016,data/papers/2016/10.1021__acssynbio.5b00244/publisher/paper.pdf,True,3,1,3,2,2,0,True,1 2,,True,
doi:10.1021/acssynbio.5b00246,10.1021/acssynbio.5b00246,2016,data/papers/2016/10.1021__acssynbio.5b00246/publisher/paper.pdf,True,20,1,20,12,12,0,True,1 2 3 4 5 6 7 8 9 10 11 12,,True,
doi:10.1021/acssynbio.5b00249,10.1021/acssynbio.5b00249,2016,data/papers/2016/10.1021__acssynbio.5b00249/publisher/paper.pdf,True,9,1,9,4,4,0,True,1 2 3 4,,True,
doi:10.1021/acssynbio.5b00250,10.1021/acssynbio.5b00250,2016,data/papers/2016/10.1021__acssynbio.5b00250/publisher/paper.pdf,True,9,1,9,5,5,0,True,1 2 3 4 5,,True,
doi:10.1021/acssynbio.5b00252,10.1021/acssynbio.5b00252,2016,data/papers/2016/10.1021__acssynbio.5b00252/publisher/paper.pdf,True,12,1,12,7,7,0,True,1 2 3 4 5 6 7,,True,
doi:10.1021/acssynbio.5b00253,10.1021/acssynbio.5b00253,2016,data/papers/2016/10.1021__acssynbio.5b00253/publisher/paper.pdf,True,11,1,11,7,7,0,True,1 2 3 4 5 6 7,,True,
doi:10.1021/acssynbio.5b00254,10.1021/acssynbio.5b00254,2016,data/papers/2016/10.1021__acssynbio.5b00254/publisher/paper.pdf,True,8,1,8,5,5,0,True,1 2 3 4 5,,True,
